title,video_id,published_at,channel_title
Stephen A. Smith reveals why he&#39;s concerned about the &#39;sunset&#39; of DEI,Gtby_MS6fgs,2025-01-23T00:00:11Z,Fox
"Trump dismantles DEI, defends women and fires the DEEP STATE! | Will Cain Show",NsjHd0mgkMM,2025-01-22T18:19:04Z,Fox
Trump sets deadline to close government DEI offices,SvNbiGuCit8,2025-01-22T18:15:03Z,Fox
"AI infrastructure is needed for productivity, co-founder of software company says",lJstKSFbvjk,2025-01-22T07:00:26Z,Fox
"Vivek Ramaswamy steps down from DOGE, leaving Elon Musk to lead dept",tmTMU0NC8qk,2025-01-21T13:45:05Z,Fox
Trump to take more than 200 executive actions on day one,HYcgxJbt02o,2025-01-20T02:07:56Z,Fox
Stephen A. Smith: The American people have spoken and Trump&#39;s your president now,rCFsHOuz-CQ,2025-01-19T22:30:10Z,Fox
"Greg Gutfeld: The FBI says &#39;bye, bye&#39; DEI",tPvhwu-EQCE,2025-01-18T14:45:04Z,Fox
Americans share what they believe President Biden&#39;s legacy will be after he leaves office,ae5lzyIPctE,2025-01-16T21:30:18Z,Fox
"Gutfeld: If you get trapped in a fire, don’t count on this DEI hire",hsAgDmIZtPo,2025-01-16T19:45:02Z,Fox
Gutfeld: America’s mood is changing,xzmHIKUfUTE,2025-01-15T04:30:27Z,Fox
Watters: Here’s the latest on what caused the fire,HsN7AGa7GCI,2025-01-14T03:15:01Z,Fox
Attorney calls for LA mayor Karen Bass’ resignation in heated interview,bQiRQcEZYmc,2025-01-12T09:30:21Z,Fox
Gutfeld: This is the ‘biggest lie in history of presidential politics’,w5XjOucGglk,2025-01-12T04:00:30Z,Fox
"Zuckerberg reveals Biden’s staff would ‘scream’ at employees, demand content removal",vPhY5ggQK08,2025-01-11T18:30:50Z,Fox
Gutfeld: The left’s ‘matrix of hoaxes’ is ‘imploding’,9MpihOuk1ps,2025-01-11T05:30:05Z,Fox
"On LA’s streets, it’s turning into the ‘Wild West’: Watters",o7YE_6m2k6c,2025-01-11T01:45:03Z,Fox
Jesse Watters: More ‘stupidity and stunning incompetence’ from CA’s leaders,mXXWLvFw67k,2025-01-11T00:45:02Z,Fox
‘DESTROYED PEOPLE’S LIVES’: Filmmaker calls out LA county&#39;s fire management,j_KkJZWp6rw,2025-01-10T10:45:03Z,Fox
Jesse Watters: LA fire disaster exposes California&#39;s leaders,vJFUgo2HtLA,2025-01-10T03:15:03Z,Fox
Laura Ingraham: People are shell-shocked amid the California wildfires,CpXGpMJDzB4,2025-01-10T02:30:06Z,Fox
Gutfeld to LA Mayor Bass: You can&#39;t fight fire with platitudes,9qxty1Rn1eA,2025-01-09T23:45:00Z,Fox
Adam Carolla goes off on California leaders as fires rage,UPVKP_Fd26A,2025-01-09T18:15:02Z,Fox
California Dems torched as wildfires rage: &#39;Should never have happened&#39;,vTFdti9P5x4,2025-01-09T16:45:04Z,Fox
"Reporter confronts LA mayor on fire prevention, overseas trip",t8QFaem8cxs,2025-01-09T13:30:29Z,Fox
James Woods rips &#39;blithering idiot&#39; Newsom after wildfire ravages neighborhood,2mBEpmzqKrU,2025-01-09T12:00:03Z,Fox
Zachary Levi calls for California leadership to be &#39;held responsible&#39; amid ongoing wildfires,9ZkTHzfKXJI,2025-01-09T04:15:00Z,Fox
Sean Hannity: This is beyond outrageous,kfHq8YGuHQI,2025-01-09T02:54:48Z,Fox
Laura Ingraham: Biden and Newsom should be ashamed of themselves,4su0_gKcin4,2025-01-09T01:01:25Z,Fox
‘The Five’ reacts to devastating wildfires in LA County,ZO11GG-1vZA,2025-01-08T23:00:26Z,Fox
Zuckerberg says the days of censorship are over: Watters,q7b0UxsiJ0o,2025-01-08T01:00:37Z,Fox
Carville slams Democrats for using ‘idiotic NPR jargon’ after election loss,0LjRHRDOjTk,2025-01-08T01:00:01Z,Fox
"Tyrus: Incompetent, unqualified hires are ‘dangerous’",LdHLwRnkjqw,2025-01-04T04:45:00Z,Fox
Allstate CEO slammed for &#39;addiction to divisiveness&#39; statement after terror attack in New Orleans,ewaH6-MaqDw,2025-01-03T17:57:40Z,Fox
Ex-FBI agent shreds former agency amid New Orleans attack: &#39;I sure hope this was not on FBI radar&#39;,Gy24ufgtNCU,2025-01-01T21:00:12Z,Fox
Retail giant fighting to keep DEI program as companies jump ship,iG844g1IHok,2024-12-31T15:01:00Z,Fox
"In 2024, they said DEI is no more: Tom Shillue",FHopWSEDfLI,2024-12-31T05:00:09Z,Fox
Has ‘no regrets’ become a cliché?: Tom Shillue,PM0s6VUK-vI,2024-12-31T04:00:19Z,Fox
Riley Gaines rips &#39;absurd&#39; Democratic Party,pZ8RiI6038c,2024-12-28T10:00:49Z,Fox
Economic expert forecasts a ‘big boom’ once Trump takes office: ‘Feel it coming’,EivhUz9LhCQ,2024-12-25T21:00:07Z,Fox
&#39;IDAHO COMMON SENSE&#39;: State&#39;s Board of Education bans DEI initiatives from public universities,wgrLpIt4R4k,2024-12-21T21:30:05Z,Fox
Jesse Watters: So… the new spending bill is &#39;dead&#39;,8E7iW8imOJ8,2024-12-20T02:00:03Z,Fox
DEI budgets on the chopping block after Biden spent $1B on initiative,1uYNj6orBcU,2024-12-13T22:22:11Z,Fox
Prominent university considers axing its &#39;woke&#39; program after Trump&#39;s election win,-jrre9oLeEI,2024-12-03T18:16:08Z,Fox
Walmart will ‘set the standard’ for other companies: Kennedy,hC7OTEnVRG4,2024-11-30T05:00:35Z,Fox
&#39;The Five&#39;: Why is Walmart walking back DEI?,0BWUQ4ibK78,2024-11-27T01:46:03Z,Fox
"Watters: If you think Dem backstabbing with Biden was bad, just wait",tN9nXWuaPTU,2024-11-26T03:15:06Z,Fox
&#39;Squad&#39; member scolds Republicans for quoting MLK Jr: Keep &#39;out of your mouths&#39;,1m0QPDN_mrI,2024-11-25T21:24:18Z,Fox
Left-wing lawmakers&#39; woke agenda faces rude awakening before Trump takes office,eYn1Yi9yDAU,2024-11-25T18:49:31Z,Fox
"Lawmakers, companies push back on DEI policies after Trump win: &#39;Waking up&#39;",04JwPsS8y2s,2024-11-25T16:00:00Z,Fox
&#39;Squad&#39; member FURIOUS over anti-DEI push: &#39;I&#39;m not surprised!&#39;,W1VWs1_vu5Q,2024-11-25T11:45:03Z,Fox
Rep. James Comer: This is unsustainable,rRAAUoOBOL8,2024-11-25T11:00:59Z,Fox
Gutfeld: Jaguar has more DEI than designers amid &#39;woke&#39; rebrand,RFjcAy1HFrM,2024-11-24T03:00:30Z,Fox
"A Democrat fool, loses her cool: Gutfeld",i-WF16sICR4,2024-11-22T12:01:03Z,Fox
Did we just witness a lineup of Biden’s previous Cabinet picks in Jaguar&#39;s new commercial?: Gutfeld,QW-P-jzYml8,2024-11-22T04:30:21Z,Fox
Democrat goes on wild rant against &#39;the white man&#39; during hearing,-k-CTwlxZpI,2024-11-21T18:56:34Z,Fox
Greg Gutfeld: Colleges are going to hell!,x7PyzVa6ueg,2024-11-21T10:15:04Z,Fox
&#39;The View&#39; FORCED to correct on Gaetz! Tulsi a Russian asset? With Dave Smith | Will Cain Show,2I6F4j_fe7E,2024-11-20T18:07:34Z,Fox
Black Trump supporters slam Obama for his comments last month on the campaign trail,1TZClL_AxzI,2024-11-20T18:03:56Z,Fox
"Fox News Highlights - Nov. 19, 2024",mm_NY7R7cC0,2024-11-20T11:00:51Z,Fox
Trump&#39;s FCC pick BLASTS Biden-era &#39;lawfare&#39; against Elon Musk: &#39;Unprecedented&#39;,fy0xPD6gMXE,2024-11-19T19:30:09Z,Fox
Pentagon FAILS 7th audit but Hegseth has tattoos! Can he fix it as Sec Def? | Will Cain Show,cvhNTDeT-eA,2024-11-19T18:11:34Z,Fox
"Trump holds call with Putin, issues warning on Ukraine",wksS_XsXWww,2024-11-11T12:30:52Z,Fox
Trump&#39;s deportation plan will be a &#39;cost savings&#39; for Americans: Ex-ICE director,KGCE7i_OT-Q,2024-11-10T22:00:09Z,Fox
"Israel Strikes Back Against Houthi Terrorists | CBN NewsWatch - May 6, 2025",dHtYJoKC-qQ,2025-05-06T14:36:55Z,CBN
Trump Blocks Israeli Military Strike on Iran,voM8K7RcrA8,2025-04-17T18:37:12Z,CBN
Kilmar Ábrego García: &#39;Maryland Man&#39; or MS-13 Gang Member?,u2xHS4yc4WM,2025-04-17T15:58:08Z,CBN
"Trump Freezes $2.2 Billion from Harvard, University Won’t ‘Surrender’",H5M132kPs0w,2025-04-16T21:24:09Z,CBN
"Iran Threatens Iraqi Christians Amid Nuclear Talks | CBN NewsWatch - April 16, 202",OmcgT4r2na4,2025-04-16T16:00:44Z,CBN
"&#39;Egregious Antisemitism&#39;: Trump Blasts &#39;Terrorist Inspired Sickness&#39; at Harvard, Freezes Funding",kTjsci1ZULA,2025-04-16T14:00:48Z,CBN
"Harvard v. Trump Showdown | Faith Nation - April 15, 2025",wOUgduMfUdg,2025-04-15T21:28:16Z,CBN
Second U.S. Aircraft Carrier Operating in Middle East Ahead of U.S.-Iran Nuclear Talks #shorts,ttze6HVfVJ4,2025-04-15T14:25:34Z,CBN
"Retired Ivy League Professor Sounds Alarm of Antisemitism, Plagiarism, and &#39;Clear Marxist Leaning&#39;",wuEekBthEUs,2025-03-24T15:18:46Z,CBN
"As Antisemitism Surges, Harvard Makes Shocking Change",Ji1lLrzXbvE,2025-01-27T23:30:57Z,CBN
Jews Feel Unsafe Expressing Identity at Alarming Rate,DKcxoP1ZTxQ,2025-03-13T19:15:58Z,CBN
Trump FIRES &#39;Woke&#39; Military Officials | Trump 100,emDjzOzfjrM,2025-02-26T21:59:03Z,CBN
Communist China’s Influencing U.S. Students,hYP93jqTTqg,2025-02-15T17:00:49Z,CBN
Trump Vows to Dismantle DEI in FAA,E3qjHIarQss,2025-01-31T18:34:38Z,CBN
"President Trump Gives Plane Crash Update, Pastor Freed from Taliban, Lola Sheen’s Faith Journey, ...",gLwBZ7lU4ow,2025-01-31T11:23:37Z,CBN
"Trump Dismantles DEI, Israel&#39;s Policy Shifts, Duck Dynasty Returns, Proverbs 3",ocbV8i3iEw0,2025-01-23T11:51:26Z,CBN
"Trump Targets Immigration, DEI | Faith Nation - January 22, 2025",Bw5dfzmrKdc,2025-01-22T22:45:00Z,CBN
Trump to take away Harvard’s tax-exempt status: ‘It’s what they deserve!’ #shorts,fBFFH-h2lao,2025-05-02T20:11:01Z,NYP
Trump to take away Harvard’s tax-exempt status: ‘It’s what they deserve!’,uzWdkAo_G0Y,2025-05-02T18:44:08Z,NYP
White House says Harvard ‘not obeying federal law’ in push to strip ivy of funds #shorts,sFV8AAsq84M,2025-04-23T00:30:48Z,NYP
White House says Harvard ‘not obeying federal law’ in push to strip ivy of funds,wiVU04u7y1o,2025-04-22T18:58:19Z,NYP
Trump to yank another billion dollars in Harvard funding in latest blow over school’s antisemitism,LwYJbsKL67U,2025-04-21T17:12:58Z,NYP
"Trump rips Harvard for hiring Bill de Blasio as school resists antisemitism, diversity demands",IJRbYs3zV9s,2025-04-16T22:20:00Z,NYP
"Trump rips Harvard for hiring Bill de Blasio as school resists antisemitism, diversity demands",FxWi8OAVKus,2025-04-16T19:09:01Z,NYP
Press Sec responds to question on why the government gives funding to Ivy League schools,SMzajqLk7sw,2025-04-15T19:15:03Z,NYP
Harvard refuses Trump admin demands to curtail antisemitism &amp; loses over $2B in federal grants,sIyw1nIr78s,2025-04-15T18:58:47Z,NYP
Harvard refuses Trump admin demands to curtail antisemitism &amp; loses over $2B in federal grants,NKyhaYUuAeE,2025-04-15T18:01:14Z,NYP
Russian scientist working at Harvard Medical School detained by ICE for not declaring frog embryos,L8R_nlVJ6zs,2025-03-28T20:15:02Z,NYP
Trump&#39;s war on Columbia University explained,Q9JiRcXob-Q,2025-03-28T19:51:30Z,NYP
Trump&#39;s hot mic moment with Chief Justice John Roberts sparks conspiracy theories,K-iEF5LXKOs,2025-03-06T12:34:29Z,NYP
Yale psychiatrist urges MSNBC viewers to shun Trump-voting family members over the holidays,D0n6G1rqqpE,2024-11-10T03:15:01Z,NYP
Sec. Sean Duffy gives list of &#39;garbage’ the Biden administration funded,nY_bUz55m6s,2025-05-02T22:08:27Z,NYP
Justice Gorsuch grills Maryland public schools attorney over ‘drag queen’ book for pre-K students,-dEDuM-_f1I,2025-04-22T20:58:22Z,NYP
Defense Secretary Pete Hegseth slams ‘hit piece’ reporting amid second Signal chat controversy,EPGavPl9YUM,2025-04-21T14:02:46Z,NYP
Scientists revive dire wolf species from ‘Game of Thrones’ in world’s first known ‘de-extinction’,d-8QESMOxe8,2025-04-08T01:52:19Z,NYP
Dem Rep. Jasmine Crockett insults Texas Gov. Greg Abbott for using wheelchair in latest nasty gaffe,jMoWeBYXqyY,2025-03-25T20:45:02Z,NYP
Pam Bondi tells Jasmine Crockett to ‘tread very carefully’ after saying Musk should be ‘taken down,upQCJP3TiA8,2025-03-24T17:56:32Z,NYP
Lee Zeldin announces the EPA is taking 31 deregulation actions to Power the Great American Comeback,hSck_-kIeuo,2025-03-13T17:41:19Z,NYP
DOD says it’s found $80 million in waste to trim from Pentagon budget with help from DOGE,BN2pxj1Bi9w,2025-03-04T03:51:21Z,NYP
Oversight Committee posts video and says several sanctuary mayors will be held publicly accountable,nsqqrg2-gsI,2025-02-26T22:24:30Z,NYP
Delta Airlines plane flips during crash landing at Toronto Pearson International Airport,FBqkiJ83E_U,2025-02-17T22:33:30Z,NYP
Trump&#39;s aggressive spending cuts powered by Elon Musk’s Doge team,PAm7rcMfdKU,2025-02-10T17:31:48Z,NYP
Lia Thomas’ teammate says it’s ‘bittersweet’ to need to ban men from women’s sports,UG3dnfXKRbk,2025-02-06T21:01:52Z,NYP
Democrats march into USAID headquarters to investigate Elon Musk&#39;s &#39;attempted takeover&#39;,oMypINK1cWw,2025-02-03T20:15:38Z,NYP
"Sean Duffy claims department traded core mission for DEI, vows to add air traffic controllers",JndOquO-hJM,2025-02-02T23:45:00Z,NYP
Embattled Democrats elect Ken Martin as new DNC chief after brutal 2024 losses,A5Zl_YFoVKI,2025-02-01T20:30:02Z,NYP
"Trump blames Biden admin for DC plane crash, claims Black Hawk was &#39;too high&#39;",UznsHLOrGwU,2025-02-01T03:59:53Z,NYP
"WH provides statement on D.C. plane crash, Trump actions to end DEI, Biden-era hiring practices",zCV04e0z5jw,2025-01-31T20:30:13Z,NYP
Trump spars with CNN journalist over DC plane crash causes: ‘Not a very smart question’ #shorts,OpZD6kCO4g4,2025-01-31T17:20:00Z,NYP
Trump spars with CNN journalist over DC plane crash causes: ‘Not a very smart question’,__zOlK8RpWY,2025-01-31T00:52:21Z,NYP
"Trump signs executive orders for immediate assessment of aviation safety, FAA Deputy Administrator",w4EPVuLeHw8,2025-01-30T21:30:13Z,NYP
Trump claims he knows diversity hires had to do with the DC crash because &#39;I have common sense&#39;,JFI9PU-orus,2025-01-30T17:45:00Z,NYP
"Trump to ink new executive orders today banning transgender service members, military DEI programs",bXYWzRMmiLA,2025-01-27T20:06:50Z,NYP
Trump may send nearly 90K newly hired IRS agents to border after issuing indefinite hiring freeze,9zWLI8UBIlI,2025-01-26T19:30:01Z,NYP
Trump admin orders federal employees in DEI offices to be placed on paid leave,8dSzFjwM888,2025-01-22T21:26:30Z,NYP
President Trump says the US government will only recognize two genders – ‘male and female’ #shorts,tt1uovkVvHw,2025-01-21T00:50:00Z,NYP
President Trump says the US government will only recognize two genders – ‘male and female’,ezdCIF9BjCo,2025-01-20T21:25:13Z,NYP
Karen Bass deflects questions on Ghana trip as newly surfaced pics show LA mayor at cocktail party,y50zyhcJerY,2025-01-16T03:12:23Z,NYP
LA wildfires show Karen Bass is a ‘joke’ of a mayor — and it’s racist NOT to say so,vn1d5mkS-eM,2025-01-15T16:52:00Z,NYP
Megyn Kelly blames DEI-obsessed fire department leaders for sending ‘obese’ lesbians to LA fires,V5901r52wEA,2025-01-15T15:19:09Z,NYP
Joe Rogan’s eerie warning of LA fires resurfaces as blazes pummel Southern California,K2xBYJchUaI,2025-01-09T21:43:08Z,NYP
"Celebrities turn on Dems, blast LA mayor for fire response: ‘Ruined our state’",0EaToc3dkIQ,2025-01-09T20:38:14Z,NYP
How years of corruption and mismanagement led to LA running out of water in the middle of wildfire,jkO3utFh0-k,2025-01-09T19:10:00Z,NYP
Megyn Kelly accuses LAFD Chief Kristin Crowley ahead of fire prevention as CA wildfires rage,o9vpZFdzWjM,2025-01-09T14:32:04Z,NYP
LA residents rip Mayor Karen Bass as Palisades wildfire burns homes to the ground: ‘You’re useless’,eluWviDLD58,2025-01-08T18:30:33Z,NYP
Sen. John Kennedy threatens to &#39;chase&#39; feds if they won&#39;t tell &#39;truth&#39; about New Orleans attack,wCCG5R_qGTU,2025-01-02T14:48:07Z,NYP
"WATCH LIVE: News conference following terror attack in New Orleans leaving 10 dead, 30 injured",39XUG6M-6U0,2025-01-01T19:57:57Z,NYP
"Van Jones says ‘political class’ was outsmarted by Trump’s digital, online influencer campaign",b7R3PiNZzk8,2024-12-13T18:03:18Z,NYP
Musk and Ramaswamy rally GOP in Washington with DOGE push,-bCcT1Q8VPI,2024-12-06T19:43:41Z,NYP
Dem lawmaker Jasmine Crockett rants about ‘the white man’ during a hearing on the Dismantle DEI Act,A8DX5D2my4k,2024-11-21T14:35:28Z,NYP
Watch Trump attorney general pick Matt Gaetz&#39;s most heated moments,PQzY6JtP1SU,2024-11-14T18:00:15Z,NYP
How Pete Hegseth’s book on ‘woke’ Pentagon helped him land secretary of defense nomination,TYs5jJ7WWJI,2024-11-13T20:15:00Z,NYP
