comment,likes,published_at
If harvard university is a private university why using government money for research...and why tax exempted?? I don't get it,1,2025-04-16T08:58:06Z
"They need to understand that anti semitism is not their right… there’s no cute, sly or nice way to continue to purvey anti semitism as virtuous and elegant… never again means never again.",0,2025-04-16T08:38:16Z
They need to understand that anti semitism is not their right…,4,2025-04-16T08:35:43Z
Universities have been bullying their students into leftist & woke ideology for years now. Time to stop it!,0,2025-04-16T08:29:54Z
"It is so weite that Universitätsklinik in the US receive money from the government and the Students still have to pay huge bills for their studies. In Brazil the public universities are 100% free. And here in Germany you have to pay a small amount for your enrollment each semester, but you get a transportation ticket for trains/subways/busses/ships for the whole semester, you get discounts in most venues and concerts, theaters and so on. And the only costs you pretty much have are your own materials and your living which for a student is already a lot.",0,2025-04-16T08:27:50Z
"AIPAC hates pro humanities 
Will Harvard University move such Company move to different nations?",0,2025-04-16T08:19:51Z
Woke DW claim to be anti - racist until it's packaged as 'DEI' and paddled by left-wing institutions.,0,2025-04-16T08:16:56Z
Harvad going WOKE and BROKE😂,1,2025-04-16T08:15:46Z
So they are saying its ok to hire anyone even antisemites thats kinda dumb,0,2025-04-16T08:04:44Z
yes let student pay and discount $$$$ for teatcher are over payed,0,2025-04-16T08:00:29Z
Good move Harvard ! Resistent the fascist from MAGA,2,2025-04-16T07:57:02Z
"Harvard is like my 5 years old baby who built a cardboard house in the garden amd declared indipendency, while coming every 5 minutes into my house asking for cookies.",3,2025-04-16T07:55:58Z
Harvard has genuine courage.,14,2025-04-16T07:54:02Z
It used to be you would ask the government to make sure companies all everyone in and to ensure diversity in companies and schools but the the script is switched now.   The government is the one against diversity and inclusion,1,2025-04-16T07:50:18Z
Why does it seem like he’s always covering something up?,2,2025-04-16T07:50:03Z
USA = Russia 2.0,0,2025-04-16T07:45:05Z
Thanks to Trump for keeping a firm hand.😊,3,2025-04-16T07:40:32Z
THE MONEY IS NOT BEING PUT TO GOOD USE !....,3,2025-04-16T07:36:44Z
GO TRUMP !!!! YEY,0,2025-04-16T07:33:32Z
"No University can run a country.....The University is inside the country not outside, not at the security of any particular country. What Havard can do is, approach any country in the world to open doors for them & move in with their independence. Their only chance is ""mend"" their ways & continue in a country like U S. Just don't push it, it does not work in a normal household itself...😅.",0,2025-04-16T07:31:59Z
"You take government money, you allow the government to also make decisions in your affairs. Otherwise, be the private university you should be.",0,2025-04-16T07:28:52Z
Like Trump qualified for Harvard..... another Ego bill.,0,2025-04-16T07:25:59Z
Harvard should stand up to this intimidation.,0,2025-04-16T07:12:40Z
Fascism,0,2025-04-16T07:12:08Z
Why should they be tax exempt?,2,2025-04-16T07:09:12Z
Let's interview the students who voted for him,0,2025-04-16T07:05:49Z
"They get the money because the lab equipment in your personal garage isn't gonna cut it. Plus, they need actual trained and educated people to run those labs. If the US wants to maintain their technological edge, then yes, your tax-payer money should go to them.",5,2025-04-16T06:56:06Z
"""That's a lot of money"" had me dying... this guy is hilarious😂😂",1,2025-04-16T06:41:43Z
Its not a big deal in general? A university does not agree with the government. So they wont receive any funds or benefits. Well take your values or take the money. Its expensive to stand for what you believe...lets see if Harvard values its own values over 2 Billion Dollars or not...,0,2025-04-16T06:37:10Z
I suspect that some commenters here have not attended a real college…,0,2025-04-16T06:36:44Z
"Harvard is Ganges commonwealth and againts Amazon-congo populations interests, so against West interests",1,2025-04-16T06:28:44Z
Harvard Law will lose.,2,2025-04-16T06:27:03Z
2 billion dollars?,3,2025-04-16T06:18:41Z
"A private university that is taking 2B in government funding is not actually private.

So maybe this is a chance for Harvard to actually become private. It should be trivial for Harvard to extract the needed funding from their alumni by adding a license agreement to the degree: ""You can only use the Harvard brand if you pay 1% of your yearly net gain to us"". An of course, if you don´t pay or stop paying the shame you in public by starting a go-fund-me for you (""Harvard graduate in huge financial trouble - help!) :-)",0,2025-04-16T06:06:42Z
"you pay no taxes, you get $2 BILLION and you want no scolding when misbehaved.",2,2025-04-16T06:06:30Z
Why a Private University receives federal funding?,2,2025-04-16T05:59:45Z
"Interesting, DW is deleting comments, what a suprise.",3,2025-04-16T05:55:52Z
2 billion for just 1 University? Wtf?,11,2025-04-16T05:55:20Z
Trump doing a great job!!,1,2025-04-16T05:46:19Z
"I don’t see an issue. A private university should be run the way they want to be run but why are they entitled to government funding? Like all private institutions, there are no discounts for local students. They are for profit. So why are they entitled to tax exemptions?",10,2025-04-16T05:26:02Z
"""Discipline for student protestors"" ... 

Bro sounds like he about to start the gazpacho secret police",192,2025-04-16T04:56:57Z
Why was Harvard getting money from the government to begin with? It has a $50 billion endowment,1,2025-04-16T04:49:16Z
"It is not Trump who is limiting freedom of speech, it is AIPAC and the Israel lobby that controls everything in America and Europe",0,2025-04-16T04:48:06Z
They are private and do not need public assistance.Nothing less from bright mind expected 🎉,1,2025-04-16T04:43:53Z
Really? Anti semetism. Like that's what we care about now. What a ghoulish place.,0,2025-04-16T04:38:08Z
Trump is now over reaching and bloody crazy 😂😂😂😂,4,2025-04-16T04:35:48Z
"Private universities should never be meddled with by the government ... UNLESS, you get billions of dollars in GOVERNMENT grants and allow unfettered racism ... especially anti-semitism.",0,2025-04-16T04:28:33Z
Harvard is on American soil. Keep inviting radicals. We aren’t like Europe anymore!,0,2025-04-16T04:21:12Z
I can advise any person wanting to get educated to choose a better and safer country than 🇺🇸,1,2025-04-16T04:20:25Z
"To anyone that claims Austria is a state, that's anti-Hungarian!!",0,2025-04-16T04:19:13Z
Spread that money to fund many other lesser public universities/schools,2,2025-04-16T04:17:41Z
"So I'm anti-Americam if I say ""Mexico should be a state"" ?",0,2025-04-16T04:15:15Z
"Trump serves AIPAC, not the US",1,2025-04-16T04:14:07Z
Private university should never get taxpayers money anyway.,3,2025-04-16T04:08:12Z
Why are collages tax exempt?...,1,2025-04-16T03:59:20Z
The states now has the worst President anyone could have and he is very damaging for Americas future.  Shockingly bad.  The USA has a dictator now.,0,2025-04-16T03:53:56Z
Move Harvard to Europe 😂. US is a failing state grasping for its last breath,0,2025-04-16T03:47:15Z
. Funny how a Republican president wants the demand this -,0,2025-04-16T03:29:01Z
"Too many people believe Trump will be gone in four years. Times have changed in the US. Millions of people in US support the current restrictions on civil rights for which the US has been known historically. None ought be surprised the GOP (,MAGA) will manipulate the existing system and remain in power four years from now and thereafter. Christianism is the emerging controlling power of the US now.",0,2025-04-16T03:14:02Z
The government wants to control how the university is teaching their curriculum to their students. It's pretty much how they do it in China.,0,2025-04-16T03:06:25Z
It's not about the money people it's about democracy,71,2025-04-16T02:55:26Z
Harvard is a school of convoluted structure adjoined with meaningless diatribe to those seeking to become like the 'world'.,1,2025-04-16T02:45:36Z
"Can harvard bring down its yearly tuition costs?  I think they are about $90,000.00 a year! That's insane!",7,2025-04-16T02:44:39Z
🤦🏾,0,2025-04-16T02:31:51Z
Good for Harvard.  Now they can finally say they are a private institution.,170,2025-04-16T02:31:37Z
Trump is destroying this country.   Please help!!!!,0,2025-04-16T02:25:20Z
Goberment Overreach should Stop.,3,2025-04-16T02:20:21Z
"look at the liberals capitulating ""i will say there was antisemitism on these campuses"" literally spineless.",0,2025-04-16T02:13:11Z
6:40 - the University has a 50 billion dollar endowment.,0,2025-04-16T02:04:37Z
$2 billion is a drop in the bucket for Harvard. They’re sitting on $50 billion reserve. They’re not a poverty stricken EU university.,12,2025-04-16T02:02:21Z
11:40 this man just said it's ok to be anti-semitism 🤦‍♂️,3,2025-04-16T01:51:27Z
It's a culture war...this is America's version of the Cultural Revolution.,0,2025-04-16T01:50:37Z
I think this orange man gonna be thrown by his own ppl out of his office in this year😂,2,2025-04-16T01:48:58Z
You will bow down to the Orange King or you will be deported.,1,2025-04-16T01:42:03Z
We all have to pay taxes and so Harvard should pay taxes,8,2025-04-16T01:39:34Z
Harvard is owned by Qatar,1,2025-04-16T01:37:32Z
It's an opportunity to grab great scientists and scholars from the US to Japan and EU. China is surely fishing now.,1,2025-04-16T01:37:24Z
Good for you Harvard,13,2025-04-16T01:36:11Z
".       The US SUPREME COURT  Ruled last year that Harvard, et. all,  had to STOP discrimination in application approval.  The ASIAN students had almost no chance of getting in.",17,2025-04-16T01:33:57Z
Bravo Harvard. I am ready to contibute if you could permit. People all over the world are ready to help you.,4,2025-04-16T01:27:43Z
"Love to Harvard....❤

Love to UPenn....❤

Love to my Donald....❤",0,2025-04-16T01:13:22Z
It is absolutely frighten and unthinkable that America is now going through the darkest 1966-1976 Cultural Revolution - which is now being quoted by many Chinese people ☹️😱😨,0,2025-04-16T01:04:12Z
Are the ridiculous woke pro hms university's using insanity to corrupt young ignorant students minds.,2,2025-04-16T00:57:36Z
“Out in four years.” 😂 FOUR YEARS… Good-luck thinking that all this will magically end in four years. It’s probably going to be permanent.,188,2025-04-16T00:55:22Z
To the ignorant commenters: Harvard can easily survive this by selling patents to the highest bidder. And making everything they produce patented. That would generate massive wealth for Harvard at the expense at the end users a.k.a patients. The idiocy....,17,2025-04-16T00:53:39Z
Why does DW seems to support antisemitism?,0,2025-04-16T00:52:03Z
"Then their research would only geared towards what's financially beneficial, and not what's publicly beneficial. That's what separates health and education entities from other business entities. The idiocy...",11,2025-04-16T00:49:47Z
This is what happens when you elect a guy who could not get into Harvard or Yale.,2,2025-04-16T00:49:02Z
"Reminds me of Gottingen, perhaps other universities in the 30's. Took centuries to build and collapsed in years.",0,2025-04-16T00:48:18Z
"China might be interested in footing the bill, no strings attached...",1,2025-04-16T00:44:05Z
Can you pls learn to pronounce HarVard not HarWard?,1,2025-04-16T00:40:16Z
Don't think that your school is bigger than the game.,0,2025-04-16T00:38:45Z
being PRO-PALESTINIAN does NOT equal anti semitism no matter how hard you try.,136,2025-04-16T00:35:24Z
Fortune 500 companies.steer far clear from hiring any Ivy League graduate.  They are indoctrinated and trouble makers!  I work in HR for a Fortune 10 company and no way.would we hire a Harvard grad.  They are non functional mostly!!!,0,2025-04-16T00:32:50Z
"'The people won't forget' - who voted for him, genius 🤣🤣🤣🤣🤣",0,2025-04-16T00:28:08Z
📣📣📣  THIS LATEST BULLING AIMS TO DIVERT THE PUBLIC ATTENTION FROM THE INTERNATIONAL FAILURES OF TRUMP  ADMINISTRATION !!!,0,2025-04-16T00:25:34Z
Harvard has the right to defend itself.❤,5,2025-04-16T00:24:13Z
US is giving up on its own future for defending Israel.,1,2025-04-16T00:21:56Z
NO UNIVERSITY SHOULD GET TAXPAYER MONEY!!!,1,2025-04-16T00:19:03Z
"The 28th amendment to the US Constitution states , 'All Constitution laws are nullified and void if it conflicts with Israel'",26,2025-04-16T00:13:28Z
"comes from the far right, oh i see.. LOL",0,2025-04-16T00:06:51Z
"11:08
Very good on the guest on evidencing the “underground roots” of many far-right AS, which are rooted in historical hatred of <____> (AS), unlike criticism of a government or actions of State of (particular) country in ME",0,2025-04-16T00:06:22Z
"Lets see how the universities can survive without Federal funding, lets say for 10 years.",2,2025-04-16T00:05:57Z
"Harvard  has a50 billion dollar endowment that thy are saving for a rainy day, They are a Private Institution that sucks from  the government tit. Grants come with conditions. If you dont want to MEET THE CONDITIONS< DONT TAKE the money. The Government is never obligated to FUND privatetly controled interprises.",0,2025-04-16T00:01:49Z
"Harvard can do absolutely whatever they want to do, they just need to do it on THEIR OWN DIME!",1,2025-04-15T23:59:18Z
Why should the American tax payers be giving billions of dollars to one of the wealthiest entities in the world?,13,2025-04-15T23:58:17Z
The USA is no more free than Russia or China any longer.,1,2025-04-15T23:56:23Z
"""I love the poorly educated"" - Donald J. Trump 2016",57,2025-04-15T23:55:58Z
“How to solve real problems”,0,2025-04-15T23:55:46Z
"Harvard has a 53 BILLION dollar endowment, they should get NO FEDERAL FUNDS!",0,2025-04-15T23:55:32Z
Everyone can have and entitled to their free speech but these speeches as other things have consequences! Harvard and elite mindlessness are so out of touch they think they are above everything. Them or the high way! Nope! MAGA🇺🇸🇺🇸🇺🇸,0,2025-04-15T23:55:18Z
Excellent now US have money for keep support to Great Ukraine 🇺🇦,2,2025-04-15T23:53:57Z
BIIIIIAAAASSSS!!!,3,2025-04-15T23:50:43Z
"Harvard has the largest endowment of any institution, they absolutely should not be getting billions from the tax payers to fund rich people’s education.",0,2025-04-15T23:50:30Z
This could be very healthy for American academia.  They take too much government money and receive too many restrictions along with it.  They would spend more wisely and more efficiently if they were truly private institutions.,10,2025-04-15T23:50:21Z
"My wife and I both came to thr US as stsystem. We applaud Harvard for standing up to this dictator wanna be.  One of the reasons why chinese parents end kids to study in the west is to learn free thoughts and independent thinking ability that is not taught I censored Chinese education system. We know all to well that a censored education and media produce a brain washed society.  We loved our education 8n the US universities and it really opened our eyes, and the value of free speech is at the core of it.",12,2025-04-15T23:48:32Z
The cat’s out of the bag. This administration is authoritarian. Americans voted in this administration. The system is fixed to make Americans desperate and uneducated. The world can no longer trust the US to be a logical or stable actor so long as those conditions persist… and they will persist for the foreseeable future. Americans will be the biggest losers of this debacle. Your strength was in your economic and military partnerships with key global players. You will have neither moving forward and will likely fall into civil unrest. The American century is over.,0,2025-04-15T23:47:16Z
"""I love the uneducated voters"" (Donald Trump, 2016)",137,2025-04-15T23:39:52Z
The same schtick that Putin used to invade Ukraine.,1,2025-04-15T23:39:41Z
"Tyrant is Making America Collapse Again. He is acting more like a dictator nowadays, punishing those who have brain.",0,2025-04-15T23:38:44Z
Taxpayers shouldn't be funding private universities.,3,2025-04-15T23:38:26Z
Close shop and move to Canada or Europe. That's the most honest reaction. The US is not a good country for science anymore.,162,2025-04-15T23:30:11Z
No private university should be getting federal funds,53,2025-04-15T23:27:22Z
BS fascism by the Big Orange.,6,2025-04-15T23:23:01Z
No more 9 billion dollar tax exempt  status.,10,2025-04-15T23:21:20Z
"Harvard law vs Fox News presenters, this will be interesting",20,2025-04-15T23:16:55Z
"DW, the goal of this administration in Washington is Project 2025. You will understand everything they are carrying out by reading Project 2025.",0,2025-04-15T22:59:46Z
Well done Mr president,7,2025-04-15T22:58:24Z
"Considering Harvard and the research it conducts produces hundred of billions of dollars to the U.S., specifically the government. The government is getting a good deal. Elon musk received billions of tax payer dollar subsidies to do what that benefits the American people ? Nothing",1,2025-04-15T22:57:23Z
"US Republicans do not believe in education, only slave labor",0,2025-04-15T22:55:16Z
Reagan attacked higher education as well.  Now they probably want Trump bibles in Universities,21,2025-04-15T22:54:44Z
"The USA is engaged in blackmail, if you give in, they will come back for more and more!",1,2025-04-15T22:51:37Z
"Once, I stopped short of calling Trump despotic. Then, after seeing what he is doing to undermine American democracy, there is no doubt that Trump is a depraved human being that seeks to destroy American democracy.",0,2025-04-15T22:51:27Z
Marco Rubio directly control US Visas granted to students - they could blanket reject all foreign student visas to all these defiant universities to arm twist them into compliance - reject all international student visas to force them to comply - compliance must be rewarded.,0,2025-04-15T22:50:02Z
Go Trump Go 🏋‍♂️,7,2025-04-15T22:47:44Z
If it's private why are they getting 2 billion dollars.,53,2025-04-15T22:45:59Z
Glad they cut loose Harvard of 2 billion. Harvard is a private university who doesn’t pay any taxes. There r plenty of others state universities who can do and would love to take 2 billion for research.,40,2025-04-15T22:41:57Z
Harvard makes an obscene amount of money while not scaling up its new student admiasions.  they dont need a tax break and should not have one.,20,2025-04-15T22:40:59Z
I don’t know what the Government is doing funding private Universities anyway,0,2025-04-15T22:40:21Z
"Trust is gone, Trump has scrambled the eggs and they'll never  be put back",168,2025-04-15T22:40:20Z
"Time ALL viewpoints were allowed and REPRESENTED on campuses.
This one sided bias has gone on long enough.",5,2025-04-15T22:40:18Z
Certain areas are carefully to mingle with it. Almost the same as church and state!,0,2025-04-15T22:40:09Z
"If everyone refuses to bow down to Trump's demands he won't be as powerful to make them.
Universities should file lawsuits against the Trump administration funding cuts.",0,2025-04-15T22:35:17Z
Yes.,4,2025-04-15T22:34:29Z
It's the same as dictating what a church should preach.,28,2025-04-15T22:33:16Z
